41.792195498,-87.604958508
41.799505075,-87.592329293
41.795190552,-87.588007653
41.797414808,-87.584002797
41.788699253,-87.604954085
41.80042095,-87.598197793
41.800911368,-87.589122315
41.796542893,-87.592583455
41.795043446,-87.598827668
41.801816996,-87.595079037
41.797922443,-87.602308153
41.797936811,-87.606301777
41.798977312,-87.591770586
41.799461412,-87.596206318
41.799551883,-87.58811115
41.800455673,-87.587407515
41.799908625,-87.60392862
41.797144376,-87.585458215
41.79631327,-87.580898427
41.797038232,-87.587282115
41.799058715,-87.589081404
41.799547456,-87.588697998
41.799461412,-87.596206318
41.801470267,-87.584755083
41.800795006,-87.60133661
41.792755885,-87.586664366
41.797572754,-87.601263259
41.802101704,-87.587747851
41.790725341,-87.586698933
41.802187969,-87.581614573
41.796768195,-87.579547199
41.79631327,-87.580898427
41.796768195,-87.579547199
41.796768195,-87.579547199
41.79631327,-87.580898427
41.799548798,-87.588481602
41.800312918,-87.599757726
41.798940518,-87.582305332
41.80040818,-87.593217433
41.800233416,-87.589104487
41.800745733,-87.603944799
41.800233416,-87.589104487
41.787888742,-87.587696221
41.801983471,-87.587712546
41.799547456,-87.588697998
41.800745733,-87.603944799
41.788699253,-87.604954085
41.80040818,-87.593217433
41.792550127,-87.586674089
41.791710871,-87.585063
41.791710871,-87.585063
41.794163115,-87.591657393
41.794542997,-87.596530383
41.802101704,-87.587747851
41.800175766,-87.589101486
41.800556589,-87.596666879
41.799461412,-87.596206318
41.795190552,-87.588007653
41.800482475,-87.59666406
41.800482475,-87.59666406
41.800938808,-87.589121997
41.800795006,-87.60133661
41.797443551,-87.585465738
41.799533935,-87.59000011
41.794378329,-87.596528602
41.799490663,-87.593499384
41.799517158,-87.591225242
41.794317357,-87.579517242
41.795190552,-87.588007653
41.801895518,-87.58769156
41.796529981,-87.597406115
41.802075618,-87.590498872
41.794424835,-87.582519409
41.792715397,-87.588036328
41.794348902,-87.601369623
41.801983471,-87.587712546
41.795216268,-87.584787524
41.802444779,-87.589871109
41.799533674,-87.589959771
41.800147407,-87.603933247
41.795763314,-87.591701287
41.792346133,-87.591615999
41.799549083,-87.588525608
41.801442754,-87.5847444
41.795197252,-87.58650401
41.790628946,-87.603729472
41.798758819,-87.596625123
41.787859866,-87.590864683
41.78954568,-87.603411734
41.800347992,-87.596661933
41.799030006,-87.585505972
41.795510785,-87.591267795
41.799275367,-87.582312425
41.799490663,-87.593499384
41.787261938,-87.584993734
41.79631327,-87.580898427
41.800133687,-87.603933402
41.788699253,-87.604954085
41.799544997,-87.588742037
41.79631327,-87.580898427
41.798637445,-87.604702193
41.796019044,-87.585430958
41.800538968,-87.598200112
41.802101704,-87.587747851
41.799275367,-87.582312425
41.799544997,-87.588742037
41.794605542,-87.598154236
41.79839359,-87.603898124
41.79454359,-87.594913143
41.799006947,-87.602820272
41.799197912,-87.587271736
41.792291742,-87.598096335
41.799492391,-87.593341663
41.797922443,-87.602308153
41.797922443,-87.602308153
41.799058715,-87.589081404
41.799845512,-87.603929335
41.801393686,-87.605723566
41.798979286,-87.584039582
41.798979286,-87.584039582
41.802137533,-87.58650411
41.792333312,-87.58204143
41.799005468,-87.60129463
41.791415136,-87.599199124
41.790521373,-87.604940791
41.801671986,-87.602874357
41.791160785,-87.579836586
41.797152071,-87.5981288
41.791710871,-87.585063
41.799490663,-87.593499384
41.80062644,-87.590467932
41.794332498,-87.583928685
41.7990904,-87.585508937
41.791710871,-87.585063
41.788699253,-87.604954085
41.789170084,-87.590200525
41.797348911,-87.582316581
41.800633823,-87.584420069
41.801442754,-87.5847444
41.800439208,-87.587407706
41.798628606,-87.605472453
41.795186149,-87.587329266
41.796210641,-87.598106554
41.79738493,-87.590388013
41.798800626,-87.599727297
41.797277431,-87.589043337
41.797572754,-87.601263259
41.799490663,-87.593499384
41.798999821,-87.585506323
41.79959545,-87.585103309
41.799875696,-87.603928993
41.788699253,-87.604954085
41.799408623,-87.600824272
41.796039942,-87.602751283
41.789142923,-87.588972431
41.799535611,-87.589835054
41.80061868,-87.585887262
41.797767361,-87.605111794
41.800037644,-87.603934492
41.795190552,-87.588007653
41.799562177,-87.587582914
41.799025687,-87.599732065
41.799875696,-87.603928993
41.798462192,-87.603897346
41.799562177,-87.587582914
41.80191408,-87.59823574
41.799562177,-87.587582914
41.80191408,-87.59823574
41.795197252,-87.58650401
41.795190552,-87.588007653
41.800949697,-87.594208778
41.801307936,-87.584690956
41.794534621,-87.582521795
41.795190552,-87.588007653
41.795837911,-87.585429397
41.800233416,-87.589104487
41.790894592,-87.604940233
41.792851162,-87.591628512
41.799531571,-87.590058817
41.795191528,-87.588157998
41.794178533,-87.594902665
41.797364657,-87.587259993
41.798852734,-87.595010373
41.799548798,-87.588481602
41.788940779,-87.604958685
41.795190552,-87.588007653
41.801968515,-87.593463546
41.794972,-87.605279126
41.797922443,-87.602308153
41.800455673,-87.587407515
41.798852734,-87.595010373
41.799058715,-87.589081404
41.800878865,-87.600715839
41.798977312,-87.591770586
41.798758819,-87.596625123
41.792195498,-87.604958508
41.795058262,-87.597283597
41.793250072,-87.582067395
41.793250072,-87.582067395
41.797936811,-87.606301777
41.799275367,-87.582312425
41.800967595,-87.592726877
41.796114139,-87.590358683
41.792883674,-87.590289646
41.795216411,-87.584809526
41.799126422,-87.603915485
41.799544997,-87.588742037
41.801393988,-87.605771241
41.798828067,-87.599726984
41.79883627,-87.595010562
41.802031713,-87.59049938
41.802137533,-87.58650411
41.797365637,-87.602783902
41.798827056,-87.601289325
41.800482475,-87.59666406
41.797805778,-87.605111359
41.800903483,-87.584530624
41.794406612,-87.583931489
41.794796582,-87.579361271
41.798784161,-87.599727485
41.795190552,-87.588007653
41.801943879,-87.590496726
41.792864442,-87.590286201
41.795190552,-87.588007653
41.791472109,-87.593961968
41.790707994,-87.604942346
41.799490663,-87.593499384
41.799275367,-87.582312425
41.801393686,-87.605723566
41.794737795,-87.580440118
41.800175766,-87.589101486
41.799184048,-87.603914832
41.797680905,-87.589053338
41.794796582,-87.579361271
41.79771109,-87.589052989
41.790591824,-87.590231774
41.799462885,-87.596008257
41.796718461,-87.593424917
41.799030006,-87.585505972
41.79652277,-87.583980182
41.798638003,-87.604790205
41.796256878,-87.590364369
41.795249204,-87.581846018
41.798895523,-87.585503868
41.799544997,-87.588742037
41.798414583,-87.593449415
41.788699253,-87.604954085
41.800303926,-87.600498669
41.792553685,-87.594866308
41.796129256,-87.603850455
41.799544997,-87.588742037
41.791471566,-87.593877633
41.797555002,-87.602785419
41.798050168,-87.591410868
41.795253812,-87.581292212
41.80061868,-87.585887262
41.78686334,-87.596350651
41.798414583,-87.593449415
41.801768597,-87.598230068
41.795511377,-87.59135947
41.795190552,-87.588007653
41.800709473,-87.585922883
41.799517726,-87.591313255
41.793395687,-87.585879509
41.795197252,-87.58650401
41.795190552,-87.588007653
41.794828373,-87.580442725
41.798226154,-87.603892688
41.795197252,-87.58650401
41.796129256,-87.603850455
41.796129256,-87.603850455
41.794828373,-87.580442725
41.792901733,-87.587993832
41.802059617,-87.591845075
41.801709383,-87.596697686
41.801307936,-87.584690956
41.800923793,-87.59615655
41.790707994,-87.604942346
41.798828067,-87.599726984
41.797936811,-87.606301777
41.795190552,-87.588007653
41.798129399,-87.585010342
41.802408813,-87.585176941
41.795190552,-87.588007653
41.799197912,-87.587271736
41.801712698,-87.595076567
41.79778657,-87.605111576
41.800004692,-87.603931198
41.798998322,-87.589078436
41.800415562,-87.591809016
41.80200649,-87.589146319
41.794617111,-87.596533202
41.798939778,-87.603910267
41.800965205,-87.592781918
41.800329406,-87.599761205
41.801860901,-87.595078533
41.796019254,-87.60122593
41.789114006,-87.596405544
41.801307936,-87.584690956
41.799533674,-87.589959771
41.800344115,-87.598198671
41.800903483,-87.584530624
41.795511377,-87.59135947
41.794828373,-87.580442725
41.795526092,-87.589815387
41.795526092,-87.589815387
41.794828373,-87.580442725
41.796713215,-87.605057716
41.796713215,-87.605057716
41.801689739,-87.6013521
41.797210868,-87.582189836
41.801826246,-87.598233077
41.799515859,-87.591448973
41.796688276,-87.593425264
41.800112578,-87.588244019
41.797680905,-87.589053338
41.799531452,-87.590040481
41.798639747,-87.604632486
41.800344115,-87.598198671
41.795526092,-87.589815387
41.79631327,-87.580898427
41.798628328,-87.605428447
41.79239783,-87.590273255
41.796958327,-87.596587066
41.795190695,-87.588029654
41.80230474,-87.602258343
41.790649083,-87.601287039
41.799553224,-87.587894753
41.790747656,-87.594821032
41.795190552,-87.588007653
41.795511377,-87.59135947
41.799941578,-87.603931914
41.799941578,-87.603931914
41.799204348,-87.584044296
41.797912252,-87.603294796
41.794343225,-87.594908109
41.791160785,-87.579836586
41.799650635,-87.60392421
41.802442557,-87.589951823
41.799404889,-87.601099375
41.797936811,-87.606301777
41.799409208,-87.600915952
41.799187884,-87.584044487
41.799490663,-87.593499384
41.794372762,-87.580433389
41.801790103,-87.593458263
41.791160785,-87.579836586
41.801864216,-87.593461078
41.789164206,-87.601252597
41.801816996,-87.595079037
41.797249501,-87.582222391
41.798858275,-87.599730307
41.801628057,-87.602871189
41.800903483,-87.584530624
41.790628946,-87.603729472
41.798414583,-87.593449415
41.801841822,-87.589144557
41.799148375,-87.603915236
41.800966905,-87.60636655
41.799544997,-87.588742037
41.797936811,-87.606301777
41.801628057,-87.602871189
41.795190552,-87.588007653
41.798784161,-87.599727485
41.798784161,-87.599727485
41.799058715,-87.589081404
41.801797893,-87.589141397
41.798639747,-87.604632486
41.791160785,-87.579836586
41.798121418,-87.605118787
41.795191528,-87.588157998
